word,number_of_occurences
pacientka,4
dávka,4
úvod,3
primárne,3
rozdelený,3
problemmatiku,3
oblast,3
vzhľad,3
psychodiagnostiku,3
odrážať,3
názov,3
zariadenie,3
prebiehať,3
pracovník,3
jedinečný,3
vychádzať,3
hľadisko,3
obohacovať,3
sociálno,3
usa,3
abnormálny,3
stoj,3
patopsychológia,3
kožný,3
štýl,3
chápanie,3
porozumieť,3
psychology,3
historický,3
nielen,3
liečenie,3
liečiteľ,3
náboženský,3
exorcizmus,3
vďaka,3
šaman,3
muž,3
nazývaný,3
boh,3
vzduch,3
kniha,3
budhizmus,3
mesiac,3
medicínsky,3
psychoanalýza,3
n,3
filozofia,3
opísať,3
stredovek,3
mánia,3
obeť,3
podmienený,3
francúzsky,3
diferenciácia,3
uzavretý,3
neurofyziológie,3
založiť,3
používaný,3
liečebňa,3
profesionalita,3
prednáška,3
chlapec,3
retardácia,3
zvýšiť,3
rešpekt,3
štatistika,3
mnohé,3
ondrej,3
živý,3
počiatočný,3
ovplyvniť,3
metodológia,3
lekársky,3
laický,3
rozvíjať,3
zažívať,3
štúdio,3
dozvedieť,3
jednoznačný,3
nevýhoda,3
dodatočný,3
posúdenie,3
definovanie,3
jasné,3
takýto,3
všeobecnosť,3
anatomický,3
oslabenie,3
obmedzovať,3
nepohoda,3
priemer,3
zisťovanie,3
iq,3
rovnako,3
nízky,3
písaný,3
žiadúci,3
fungovať,3
prispôsobenie,3
optimálne,3
rast,3
sebadôvera,3
sebahodnotenie,3
malá,3
cit,3
nevyhnutnosť,3
integrácia,3
opak,3
tolerancia,3
nadužívania,3
percepcia,3
realita,3
vysoká,3
pociťovať,3
ďalej,3
autistický,3
psychoaktívnych,3
impulzivita,3
medzinárodný,3
poskytovať,3
formálny,3
jazyk,3
efektivita,3
prichádzať,3
jedenásty,3
ez,3
návykový,3
neurotický,3
disociatívne,3
prijať,3
potrava,3
emočný,3
zväčša,3
duševno,3
psychotických,3
príbuzná,3
skutočnosť,3
fakt,3
časopis,3
objasňovať,3
existovať,3
samostatne,3
zaraďovať,3
genetika,3
dvojča,3
dostať,3
dokázať,3
nervový,3
prenatálne,3
detská,3
infekčný,3
psychomotorického,3
stáť,3
nasledovný,3
platiť,3
stresory,3
hluk,3
nebezpečenstvo,3
primárny,3
rozhodovanie,3
boj,3
dostatočne,3
štádium,3
psychotrauma,3
sexuálny,3
mier,3
popretie,3
regresia,3
celka,3
bagatelizácia,3
projekcia,3
obviňovať,3
doba,3
jednorazový,3
predškolský,3
mladý,3
školský,3
tréma,3
príliš,3
interpretovať,3
neurológ,3
zlepšiť,3
ukončenie,3
skp,3
osvojovať,3
ukončený,3
skupinový,3
zorientovať,3
rad,3
benefit,3
ostávať,3
známy,3
závislý,3
domáca,3
starostlivost,3
riešiť,3
bezpečie,3
opatrenie,3
terciárny,3
intervenčný,3
zhoršenie,3
návrat,3
spoločenský,3
anxiolytiká,3
etik,3
moc,3
voliť,3
pomáhajúceho,3
rys,3
kontext,3
rozsah,3
odhad,3
profesionálne,3
kolega,3
súkromie,3
komunita,3
formulovať,3
posledný,3
chvíľa,3
sústrediť,3
nápomocný,3
správa,3
všimnúť,3
dojem,3
mimik,3
tempo,3
ambícia,3
neistý,3
pozor,3
mydlíková,3
gabura,3
schavel,3
návšteva,3
sledovanie,3
dospelosť,3
úspešnosť,3
spokojnosť,3
odpovedať,3
vyhnúť,3
ruka,3
slúžiť,3
dĺžka,3
etapa,3
podkapitole,3
aspoň,3
pokiaľ,3
stanovenie,3
formulácia,3
psychometricky,3
overený,3
nebyť,3
priamo,3
okuliare,3
pozostávať,3
preferencia,3
zabudnúť,3
kritika,3
absentovať,3
intenzívne,3
skúmať,3
metaanalýza,3
kazuistiku,3
prierezový,3
znevýhodnení,3
pretože,3
formálne,3
prudký,3
veľa,3
zohľadniť,3
kritický,3
problemmatika,3
hospitalizácia,3
somatického,3
budiť,3
očakávanie,3
obrana,3
šok,3
hľadať,3
postihnutý,3
alternatívny,3
načúvací,3
významne,3
zasiahnuť,3
doma,3
uvedomovať,3
istota,3
zázemie,3
hendikep,3
akýkoľvek,3
neporozumenie,3
oznámenie,3
hysterický,3
chôdza,3
počkať,3
spoznať,3
nápadný,3
jasne,3
agresívne,3
vymětal,3
vysvetlenie,3
mlčanie,3
uznanie,3
vyjadriť,3
vysvetliť,3
najskôr,3
jednanie,3
signál,3
dezorientácia,3
opora,3
intelektových,3
zvukový,3
stredne,3
pásmo,3
nedoslýchavosti,3
symptomatika,3
pamäťový,3
úbytok,3
diogenesov,3
hanisková,3
domácnosť,3
apraxia,3
prestávať,3
povedaný,3
napísaný,3
kolibáš,3
frontotemporálna,3
august,3
televízia,3
byt,3
pokojný,3
senior,3
odmietanie,3
koncipovaný,2
bakalársky,2
nezabúdať,2
budovanie,2
nadväzujúce,2
súkromný,2
ambulancia,2
preklad,2
zjednodušene,2
pristupovať,2
vzdelávací,2
výučba,2
baštecká,2
ružička,2
resp,2
regulácia,2
kontinuum,2
opierať,2
pedagogický,2
spolu,2
poradenský,2
psychopatológia,2
označenie,2
emotivita,2
označovať,2
poškodená,2
porucham,2
somatickými,2
neuropsychológia,2
rôznorodý,2
clinical,2
väčšinový,2
spoločnost,2
prispieť,2
intuitívny,2
ľudový,2
liečiteľstvo,2
poznateľný,2
charakterizovaný,2
značný,2
biochemický,2
blaho,2
dôležite,2
dokladovať,2
kňaz,2
psychoaktívne,2
halucinogén,2
duchovný,2
mladá,2
kmeň,2
hlásiť,2
dodnes,2
západný,2
výklad,2
uznávať,2
hinduizmus,2
viera,2
oslobodenie,2
feminita,2
zima,2
slabosť,2
maskulinita,2
inšpirovaný,2
kultúra,2
sen,2
rozvinúť,2
intelektuálny,2
typológia,2
akútny,2
biblioterapia,2
centrum,2
mentálne,2
renesancia,2
osvietenstvo,2
azyl,2
napísať,2
démonologický,2
posadnutosť,2
diabol,2
chápaný,2
náchylný,2
psychicky,2
dualizmus,2
reforma,2
pinel,2
obmedzovanie,2
rush,2
podobný,2
otvorený,2
zavádzať,2
duch,2
hypnóza,2
nastupovať,2
neuroanatómie,2
lipsku,2
začínať,2
pôvodne,2
zhrnúť,2
medzník,2
zavedenie,2
vojna,2
vojak,2
arma,2
rorschachov,2
tematicky,2
apercepčný,2
freud,2
nevedomie,2
géza,2
rozpracovať,2
hand,2
agresivita,2
september,2
dospievanie,2
dobrý,2
analyzovať,2
asociačný,2
odmena,2
učebnica,2
úsek,2
projekt,2
zakladateľ,2
kognitívno,2
andrej,2
stančák,2
pregraduálneho,2
postgraduálny,2
filozofický,2
forenzný,2
posudzovanie,2
publikovať,2
humor,2
obrovský,2
dokazovať,2
zastaraný,2
výkonový,2
abnormálne,2
zdanlivo,2
výhoda,2
normalita,2
predstierať,2
psychotické,2
počutie,2
pseudopacienti,2
prestať,2
prepustenie,2
skúsiť,2
úplný,2
pohoda,2
dosiahnutie,2
čítanie,2
otázny,2
zle,2
dosahovať,2
reálny,2
fungujúci,2
homeostázy,2
vedúci,2
prejavujúci,2
symptómam,2
znemožnenia,2
dosahovania,2
psychopatológii,2
normatívny,2
rozdielny,2
fenomén,2
krivka,2
pohybovať,2
sigma,2
štandardný,2
presadiť,2
vysoko,2
interakcia,2
spoločensky,2
etnikum,2
posudzovať,2
odôvodnenie,2
zohľadňovať,2
asimilácia,2
akomodácia,2
nadväznosť,2
adaptovaný,2
ego,2
flexibilita,2
výkonnosť,2
tréning,2
predpoklad,2
podpora,2
potenciál,2
vzdialenosť,2
menejcennosť,2
niekto,2
sebarealizácia,2
rogers,2
fyzikálny,2
inkongruencia,2
adaptívny,2
adekvátny,2
prežitie,2
pud,2
sebazáchova,2
problemmatické,2
intenzita,2
znemožňovať,2
vyrovnávať,2
porušovanie,2
estetický,2
kompulzívne,2
rituál,2
prehnaný,2
sebakontrola,2
pozorovateľ,2
pokladať,2
jednotný,2
zabezpečovať,2
dôkladný,2
presný,2
kvalitný,2
porovnávanie,2
úvaha,2
falošný,2
novinka,2
aplikácia,2
kto,2
symptomatický,2
neurokognitívne,2
somatoformné,2
behaviorálne,2
tehotenstvo,2
zaradený,2
inde,2
impulz,2
nespavosť,2
neurovývinové,2
vznikajúci,2
sekundárne,2
bipolárny,2
kompulzívna,2
viazaný,2
stresorov,2
príjem,2
narušeným,2
pravidelne,2
najnovšie,2
teoretik,2
plniť,2
zachytiť,2
journal,2
of,2
umožniť,2
multifaktoriálnu,2
dedičnosť,2
toxický,2
hrať,2
rozobrať,2
zásadný,2
sem,2
zaznamenávať,2
vyjadrenie,2
dispozícia,2
zistiť,2
malo,2
orel,2
zobrazovacie,2
veľkosť,2
vzruch,2
perinatálne,2
postnatálne,2
obrna,2
diabetes,2
predčasný,2
voda,2
reaktívny,2
vystupovať,2
zraniteľnosť,2
presahovať,2
zvládania,2
nespokojnosť,2
stresujúce,2
rozvod,2
mrzutosť,2
autobus,2
naraz,2
nátlak,2
pokus,2
svadba,2
tretí,2
psychosomatických,2
